,Car Name,Price,EMI,Features,Location,Car Brand,Model,Model Year,Gear,Driven (Kms),Ownership,Fuel,EMI (monthly)
2677,2019 Hyundai Elite i201.2 MAGNA PLUS VTVT Manual,"6,70,199","â‚¹14,908/month","41,936 km
1st Owner
Petrol",Chennai,Hyundai,['Elite i201.2 MAGNA PLUS VTVT'],2019,['Manual'],"41,936",1,Petrol,"14,908"
2678,2018 Maruti Vitara BrezzaZDI PLUS Manual,"9,31,199","â‚¹20,714/month","41,558 km
1st Owner
Diesel",Chennai,Maruti,['Vitara BrezzaZDI PLUS'],2018,['Manual'],"41,558",1,Diesel,"20,714"
2679,2013 Maruti Swift DzireLDI BS IV Manual,"4,37,199","â‚¹9,725/month","95,428 km
1st Owner
Diesel",Chennai,Maruti,['Swift DzireLDI BS IV'],2013,['Manual'],"95,428",1,Diesel,"9,725"
2680,2018 Renault KwidRXT 1.0 EASY-R AT OPTION Automatic,"4,16,599","â‚¹9,267/month","35,905 km
1st Owner
Petrol",Chennai,Renault,['KwidRXT 1.0 EASY-R AT OPTION'],2018,['Automatic'],"35,905",1,Petrol,"9,267"
2681,2018 Maruti BalenoDELTA 1.2 K12 Manual,"6,60,099","â‚¹14,684/month","25,411 km
1st Owner
Petrol",Chennai,Maruti,['BalenoDELTA 1.2 K12'],2018,['Manual'],"25,411",1,Petrol,"14,684"
2682,2018 Maruti BalenoDELTA 1.2 K12 Manual,"6,60,099","â‚¹14,684/month","19,574 km
1st Owner
Petrol",Chennai,Maruti,['BalenoDELTA 1.2 K12'],2018,['Manual'],"19,574",1,Petrol,"14,684"
2683,2018 Maruti BalenoDELTA 1.2 K12 Manual,"6,60,099","â‚¹14,684/month","30,123 km
1st Owner
Petrol",Chennai,Maruti,['BalenoDELTA 1.2 K12'],2018,['Manual'],"30,123",1,Petrol,"14,684"
2684,2018 Honda Jazz1.2 VX AT Manual,"7,68,799","â‚¹17,102/month","18,310 km
1st Owner
Petrol",Chennai,Honda,['Jazz1.2 VX AT'],2018,['Manual'],"18,310",1,Petrol,"17,102"
2685,2012 Maruti Swift DzireVXI 1.2 BS IV Manual,"4,19,999","â‚¹9,343/month","1,60,596 km
2nd Owner
Petrol",Chennai,Maruti,['Swift DzireVXI 1.2 BS IV'],2012,['Manual'],"1,60,596",2,Petrol,"9,343"
2686,2019 Hyundai Elite i201.2 MAGNA PLUS VTVT Manual,"6,87,899","â‚¹15,302/month","31,191 km
1st Owner
Petrol",Chennai,Hyundai,['Elite i201.2 MAGNA PLUS VTVT'],2019,['Manual'],"31,191",1,Petrol,"15,302"
2687,2019 Maruti BalenoDELTA 1.2 K12 Manual,"6,76,199","â‚¹15,042/month","33,729 km
1st Owner
Petrol",Chennai,Maruti,['BalenoDELTA 1.2 K12'],2019,['Manual'],"33,729",1,Petrol,"15,042"
2688,2019 Maruti BalenoDELTA 1.2 K12 Manual,"6,88,099","â‚¹15,306/month","55,143 km
1st Owner
Petrol",Chennai,Maruti,['BalenoDELTA 1.2 K12'],2019,['Manual'],"55,143",1,Petrol,"15,306"
2689,2015 Maruti SwiftVXI Manual,"5,48,299","â‚¹12,197/month","17,350 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2015,['Manual'],"17,350",1,Petrol,"12,197"
2690,2016 Maruti Swift DzireZDI Manual,"5,98,099","â‚¹13,304/month","1,66,618 km
1st Owner
Diesel",Chennai,Maruti,['Swift DzireZDI'],2016,['Manual'],"1,66,618",1,Diesel,"13,304"
2691,2018 Maruti BalenoDELTA 1.2 K12 Manual,"6,60,099","â‚¹14,684/month","58,547 km
1st Owner
Petrol",Chennai,Maruti,['BalenoDELTA 1.2 K12'],2018,['Manual'],"58,547",1,Petrol,"14,684"
2692,2018 Maruti IGNISDELTA 1.2 K12 Manual,"5,78,399","â‚¹12,866/month","12,468 km
2nd Owner
Petrol",Chennai,Maruti,['IGNISDELTA 1.2 K12'],2018,['Manual'],"12,468",2,Petrol,"12,866"
2693,2014 Maruti CelerioVXI AMT Automatic,"3,74,899","â‚¹8,339/month","66,799 km
4th Owner
Petrol",Chennai,Maruti,['CelerioVXI AMT'],2014,['Automatic'],"66,799",4,Petrol,"8,339"
2694,2018 Maruti BalenoALPHA 1.2 K12 Manual,"6,68,999","â‚¹14,882/month","58,978 km
1st Owner
Petrol",Chennai,Maruti,['BalenoALPHA 1.2 K12'],2018,['Manual'],"58,978",1,Petrol,"14,882"
2695,2019 Maruti BalenoZETA 1.2 K12 Manual,"7,11,399","â‚¹15,825/month","8,872 km
2nd Owner
Petrol",Chennai,Maruti,['BalenoZETA 1.2 K12'],2019,['Manual'],"8,872",2,Petrol,"15,825"
2696,2018 Maruti IGNISDELTA 1.2 K12 Manual,"5,67,499","â‚¹12,624/month","24,679 km
1st Owner
Petrol",Chennai,Maruti,['IGNISDELTA 1.2 K12'],2018,['Manual'],"24,679",1,Petrol,"12,624"
2697,2013 Maruti Alto 800LXI Manual,"2,66,199","â‚¹5,921/month","58,509 km
1st Owner
Petrol",Chennai,Maruti,['Alto 800LXI'],2013,['Manual'],"58,509",1,Petrol,"5,921"
2698,2018 Ford Ecosport1.5 TREND+ TDCI Manual,"8,05,899","â‚¹17,927/month","54,508 km
1st Owner
Diesel",Chennai,Ford,['Ecosport1.5 TREND+ TDCI'],2018,['Manual'],"54,508",1,Diesel,"17,927"
2699,2013 Maruti Alto 800LXI Manual,"2,32,199","â‚¹5,165/month","64,676 km
1st Owner
Petrol",Chennai,Maruti,['Alto 800LXI'],2013,['Manual'],"64,676",1,Petrol,"5,165"
2700,2020 Ford Ecosport1.5 TREND TI VCT Manual,"8,66,399","â‚¹19,273/month","9,459 km
1st Owner
Petrol",Chennai,Ford,['Ecosport1.5 TREND TI VCT'],2020,['Manual'],"9,459",1,Petrol,"19,273"
2701,2019 Tata TiagoXZ 1.2 REVOTRON Manual,"5,50,599","â‚¹12,248/month","24,367 km
1st Owner
Petrol",Chennai,Tata,['TiagoXZ 1.2 REVOTRON'],2019,['Manual'],"24,367",1,Petrol,"12,248"
2702,2018 Hyundai Elite i20ASTA 1.2 Manual,"7,06,599","â‚¹15,718/month","74,112 km
1st Owner
Petrol",Chennai,Hyundai,['Elite i20ASTA 1.2'],2018,['Manual'],"74,112",1,Petrol,"15,718"
2703,2019 Hyundai Elite i201.2 SPORTS PLUS VTVT Manual,"6,98,799","â‚¹15,544/month","42,905 km
1st Owner
Petrol",Chennai,Hyundai,['Elite i201.2 SPORTS PLUS VTVT'],2019,['Manual'],"42,905",1,Petrol,"15,544"
2704,2016 Maruti SwiftVXI OPT Manual,"5,71,999","â‚¹12,724/month","41,912 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI OPT'],2016,['Manual'],"41,912",1,Petrol,"12,724"
2705,2020 Tata TiagoXE 1.2 REVOTRON Manual,"4,77,399","â‚¹10,619/month","13,394 km
1st Owner
Petrol",Chennai,Tata,['TiagoXE 1.2 REVOTRON'],2020,['Manual'],"13,394",1,Petrol,"10,619"
2706,2018 Hyundai NEW SANTRO1.1 SPORTS AMT Automatic,"6,01,699","â‚¹13,384/month","8,372 km
1st Owner
Petrol",Chennai,Hyundai,['NEW SANTRO1.1 SPORTS AMT'],2018,['Automatic'],"8,372",1,Petrol,"13,384"
2707,2019 Hyundai NEW SANTRO1.1 SPORTS AMT Automatic,"5,76,599","â‚¹12,826/month","45,161 km
1st Owner
Petrol",Chennai,Hyundai,['NEW SANTRO1.1 SPORTS AMT'],2019,['Automatic'],"45,161",1,Petrol,"12,826"
2708,2018 Hyundai NEW SANTRO1.1 SPORTS AMT Automatic,"5,76,099","â‚¹12,815/month","18,421 km
1st Owner
Petrol",Chennai,Hyundai,['NEW SANTRO1.1 SPORTS AMT'],2018,['Automatic'],"18,421",1,Petrol,"12,815"
2709,2018 Hyundai NEW SANTRO1.1 SPORTS AMT ,"5,71,299","â‚¹12,708/month","11,119 km
1st Owner
Petrol",Chennai,Hyundai,[],2018,[],"11,119",1,Petrol,"12,708"
2710,2016 Maruti SwiftVXI OPT Manual,"5,98,199","â‚¹13,307/month","32,516 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI OPT'],2016,['Manual'],"32,516",1,Petrol,"13,307"
2711,2019 Hyundai NEW SANTRO1.1 SPORTS AMT Automatic,"5,42,599","â‚¹12,070/month","27,830 km
1st Owner
Petrol",Chennai,Hyundai,['NEW SANTRO1.1 SPORTS AMT'],2019,['Automatic'],"27,830",1,Petrol,"12,070"
2712,2018 Honda Jazz1.2 V AT Automatic,"7,62,399","â‚¹16,959/month","65,616 km
1st Owner
Petrol",Chennai,Honda,['Jazz1.2 V AT'],2018,['Automatic'],"65,616",1,Petrol,"16,959"
2713,2014 Maruti Swift DzireVDI BS IV Manual,"5,19,499","â‚¹11,556/month","80,815 km
1st Owner
Diesel",Chennai,Maruti,['Swift DzireVDI BS IV'],2014,['Manual'],"80,815",1,Diesel,"11,556"
2714,2019 Hyundai NEW SANTROERA 1.1 Manual,"4,50,499","â‚¹10,021/month","17,082 km
1st Owner
Petrol",Chennai,Hyundai,['NEW SANTROERA 1.1'],2019,['Manual'],"17,082",1,Petrol,"10,021"
2715,2017 Maruti SwiftVXI Manual,"6,05,099","â‚¹13,460/month","7,243 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2017,['Manual'],"7,243",1,Petrol,"13,460"
2716,2014 Hyundai EonMAGNA PLUS Manual,"2,95,499","â‚¹6,573/month","19,439 km
3rd Owner
Petrol",Chennai,Hyundai,['EonMAGNA PLUS'],2014,['Manual'],"19,439",3,Petrol,"6,573"
2717,2012 Hyundai i10SPORTZ 1.2 KAPPA2 Manual,"3,44,199","â‚¹7,657/month","39,534 km
2nd Owner
Petrol",Chennai,Hyundai,['i10SPORTZ 1.2 KAPPA2'],2012,['Manual'],"39,534",2,Petrol,"7,657"
2718,2016 Maruti SwiftVXI OPT Manual,"5,25,899","â‚¹11,698/month","51,823 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI OPT'],2016,['Manual'],"51,823",1,Petrol,"11,698"
2719,2016 Maruti SwiftVXI Manual,"5,40,799","â‚¹12,030/month","15,864 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2016,['Manual'],"15,864",1,Petrol,"12,030"
2720,2019 Maruti SwiftVXI Manual,"6,06,299","â‚¹13,487/month","13,471 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2019,['Manual'],"13,471",1,Petrol,"13,487"
2721,2015 Maruti SwiftZXI Manual,"5,12,799","â‚¹11,407/month","57,444 km
2nd Owner
Petrol",Chennai,Maruti,['SwiftZXI'],2015,['Manual'],"57,444",2,Petrol,"11,407"
2722,2014 Hyundai EonMAGNA PLUS Manual,"3,02,099","â‚¹6,720/month","48,056 km
1st Owner
Petrol",Chennai,Hyundai,['EonMAGNA PLUS'],2014,['Manual'],"48,056",1,Petrol,"6,720"
2723,2014 Maruti Swift DzireVXI 1.2 BS IV Manual,"4,94,799","â‚¹11,007/month","77,301 km
1st Owner
Petrol",Chennai,Maruti,['Swift DzireVXI 1.2 BS IV'],2014,['Manual'],"77,301",1,Petrol,"11,007"
2724,2019 Ford Ecosport1.5 TITANIUM SIGNATURE TI VCT (SUNROOF) Manual,"10,13,699","â‚¹22,549/month","17,369 km
1st Owner
Petrol",Chennai,Ford,['Ecosport1.5 TITANIUM SIGNATURE TI VCT (SUNROOF)'],2019,['Manual'],"17,369",1,Petrol,"22,549"
2725,2019 Hyundai NEW SANTRO1.1 SPORTS AMT Automatic,"6,09,799","â‚¹13,565/month","4,262 km
1st Owner
Petrol",Chennai,Hyundai,['NEW SANTRO1.1 SPORTS AMT'],2019,['Automatic'],"4,262",1,Petrol,"13,565"
2726,2019 Honda JazzVX  1.2 Manual,"7,46,199","â‚¹16,599/month","6,957 km
1st Owner
Petrol",Chennai,Honda,['JazzVX  1.2'],2019,['Manual'],"6,957",1,Petrol,"16,599"
2727,2019 Hyundai NEW SANTRO1.1 SPORTS AMT Automatic,"6,18,599","â‚¹13,760/month","39,609 km
1st Owner
Petrol",Chennai,Hyundai,['NEW SANTRO1.1 SPORTS AMT'],2019,['Automatic'],"39,609",1,Petrol,"13,760"
2728,2015 Maruti SwiftVXI Manual,"5,38,799","â‚¹11,985/month","66,999 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2015,['Manual'],"66,999",1,Petrol,"11,985"
2729,2015 Maruti SwiftVXI Manual,"4,86,399","â‚¹10,820/month","46,730 km
2nd Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2015,['Manual'],"46,730",2,Petrol,"10,820"
2730,2019 Hyundai NEW SANTROSPORTZ 1.1 Manual,"5,10,299","â‚¹11,351/month","20,728 km
1st Owner
Petrol",Chennai,Hyundai,['NEW SANTROSPORTZ 1.1'],2019,['Manual'],"20,728",1,Petrol,"11,351"
2731,2015 Maruti SwiftVXI Manual,"4,91,999","â‚¹10,944/month","50,979 km
2nd Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2015,['Manual'],"50,979",2,Petrol,"10,944"
2732,2017 Maruti SwiftVXI OPT Manual,"5,62,399","â‚¹12,510/month","34,721 km
2nd Owner
Petrol",Chennai,Maruti,['SwiftVXI OPT'],2017,['Manual'],"34,721",2,Petrol,"12,510"
2733,2019 Hyundai Elite i201.4 SPORTS PLUS CRDI Manual,"6,88,699","â‚¹15,320/month","89,264 km
1st Owner
Diesel",Chennai,Hyundai,['Elite i201.4 SPORTS PLUS CRDI'],2019,['Manual'],"89,264",1,Diesel,"15,320"
2734,2020 Maruti S PRESSOVXI PLUS AGS Automatic,"5,27,099","â‚¹11,725/month","4,564 km
1st Owner
Petrol",Chennai,Maruti,['S PRESSOVXI PLUS AGS'],2020,['Automatic'],"4,564",1,Petrol,"11,725"
2735,2016 Maruti CelerioVXI AMT Automatic,"4,05,399","â‚¹9,018/month","86,629 km
1st Owner
Petrol",Chennai,Maruti,['CelerioVXI AMT'],2016,['Automatic'],"86,629",1,Petrol,"9,018"
2736,2019 Maruti SwiftVXI Manual,"6,06,299","â‚¹13,487/month","17,996 km
2nd Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2019,['Manual'],"17,996",2,Petrol,"13,487"
2737,2017 Maruti SwiftVXI Manual,"5,71,399","â‚¹12,710/month","35,685 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2017,['Manual'],"35,685",1,Petrol,"12,710"
2738,2019 Hyundai NEW SANTROASTA 1.1 MT Manual,"5,10,699","â‚¹11,360/month","18,334 km
2nd Owner
Petrol",Chennai,Hyundai,['NEW SANTROASTA 1.1 MT'],2019,['Manual'],"18,334",2,Petrol,"11,360"
2739,2020 Maruti S PRESSOVXI PLUS AGS Automatic,"5,45,199","â‚¹12,128/month","4,762 km
2nd Owner
Petrol",Chennai,Maruti,['S PRESSOVXI PLUS AGS'],2020,['Automatic'],"4,762",2,Petrol,"12,128"
2740,2017 Maruti SwiftVXI Manual,"5,96,299","â‚¹13,264/month","46,913 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2017,['Manual'],"46,913",1,Petrol,"13,264"
2741,2017 Maruti SwiftVXI Manual,"5,99,999","â‚¹13,347/month","33,094 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2017,['Manual'],"33,094",1,Petrol,"13,347"
2742,2018 Hyundai Grand i10SPORTS 1.2 VTVT Manual,"5,20,899","â‚¹11,587/month","17,864 km
2nd Owner
Petrol",Chennai,Hyundai,['Grand i10SPORTS 1.2 VTVT'],2018,['Manual'],"17,864",2,Petrol,"11,587"
2743,2011 Maruti AltoLXI Manual,"2,26,699","â‚¹5,043/month","57,763 km
2nd Owner
Petrol",Chennai,Maruti,['AltoLXI'],2011,['Manual'],"57,763",2,Petrol,"5,043"
2744,2019 Maruti SwiftVXI Manual,"6,06,299","â‚¹13,487/month","27,277 km
2nd Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2019,['Manual'],"27,277",2,Petrol,"13,487"
2745,2017 Maruti SwiftVXI Manual,"5,70,499","â‚¹12,690/month","60,464 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2017,['Manual'],"60,464",1,Petrol,"12,690"
2746,2017 Maruti SwiftVXI OPT Manual,"6,33,299","â‚¹14,087/month","18,716 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI OPT'],2017,['Manual'],"18,716",1,Petrol,"14,087"
2747,2019 Maruti IGNISDELTA 1.2 K12 Manual,"5,83,499","â‚¹12,980/month","1,518 km
1st Owner
Petrol",Chennai,Maruti,['IGNISDELTA 1.2 K12'],2019,['Manual'],"1,518",1,Petrol,"12,980"
2748,2020 Maruti S PRESSOVXI ,"4,72,499","â‚¹10,510/month","8,446 km
1st Owner
Petrol",Chennai,Maruti,[],2020,[],"8,446",1,Petrol,"10,510"
2749,2019 Maruti SwiftVXI AMT Automatic,"6,57,099","â‚¹14,617/month","60,860 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI AMT'],2019,['Automatic'],"60,860",1,Petrol,"14,617"
2750,2019 Honda Jazz1.2 V MT Manual,"7,39,099","â‚¹16,441/month","40,441 km
1st Owner
Petrol",Chennai,Honda,['Jazz1.2 V MT'],2019,['Manual'],"40,441",1,Petrol,"16,441"
2751,2017 Hyundai EonERA PLUS Manual,"3,27,099","â‚¹7,276/month","69,220 km
1st Owner
Petrol",Chennai,Hyundai,['EonERA PLUS'],2017,['Manual'],"69,220",1,Petrol,"7,276"
2752,2019 Honda Jazz1.2 VX AT Manual,"8,88,399","â‚¹19,762/month","5,183 km
1st Owner
Petrol",Chennai,Honda,['Jazz1.2 VX AT'],2019,['Manual'],"5,183",1,Petrol,"19,762"
2753,2016 Hyundai Grand i10ASTA AT 1.2 KAPPA VTVT Automatic,"5,27,999","â‚¹11,745/month","76,651 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10ASTA AT 1.2 KAPPA VTVT'],2016,['Automatic'],"76,651",1,Petrol,"11,745"
2754,2017 Maruti SwiftVXI Manual,"6,05,099","â‚¹13,460/month","16,336 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2017,['Manual'],"16,336",1,Petrol,"13,460"
2755,2017 Maruti SwiftZXI Manual,"6,01,299","â‚¹13,376/month","54,222 km
1st Owner
Petrol",Chennai,Maruti,['SwiftZXI'],2017,['Manual'],"54,222",1,Petrol,"13,376"
2756,2017 Maruti SwiftVXI Manual,"6,05,099","â‚¹13,460/month","59,839 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2017,['Manual'],"59,839",1,Petrol,"13,460"
2757,2017 Maruti SwiftVXI OPT Manual,"6,23,399","â‚¹13,867/month","26,184 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI OPT'],2017,['Manual'],"26,184",1,Petrol,"13,867"
2758,2019 Maruti SwiftVXI Manual,"6,06,299","â‚¹13,487/month","22,836 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2019,['Manual'],"22,836",1,Petrol,"13,487"
2759,2017 Hyundai EonERA PLUS Manual,"3,51,999","â‚¹7,830/month","23,727 km
1st Owner
Petrol",Chennai,Hyundai,['EonERA PLUS'],2017,['Manual'],"23,727",1,Petrol,"7,830"
2760,2018 Maruti SwiftZXI Manual,"5,82,799","â‚¹12,964/month","87,677 km
1st Owner
Petrol",Chennai,Maruti,['SwiftZXI'],2018,['Manual'],"87,677",1,Petrol,"12,964"
2761,2017 Maruti SwiftVXI Manual,"5,95,499","â‚¹13,247/month","41,245 km
1st Owner
Petrol",Chennai,Maruti,['SwiftVXI'],2017,['Manual'],"41,245",1,Petrol,"13,247"
2762,2013 Maruti Alto K10VXI Manual,"2,61,499","â‚¹5,817/month","68,748 km
1st Owner
Petrol",Chennai,Maruti,['Alto K10VXI'],2013,['Manual'],"68,748",1,Petrol,"5,817"
2763,2016 Maruti CelerioZXI OPT AMT Automatic,"4,39,699","â‚¹9,781/month","52,048 km
1st Owner
Petrol",Chennai,Maruti,['CelerioZXI OPT AMT'],2016,['Automatic'],"52,048",1,Petrol,"9,781"
2764,2018 Hyundai Grand i10SPORTZ 1.2 KAPPA VTVT Manual,"5,41,399","â‚¹12,043/month","21,790 km
2nd Owner
Petrol",Chennai,Hyundai,['Grand i10SPORTZ 1.2 KAPPA VTVT'],2018,['Manual'],"21,790",2,Petrol,"12,043"
2765,2019 Maruti SwiftLXI Manual,"6,26,499","â‚¹13,936/month","53,960 km
1st Owner
Petrol",Chennai,Maruti,['SwiftLXI'],2019,['Manual'],"53,960",1,Petrol,"13,936"
2766,2017 Hyundai Grand i10SPORTZ (O) 1.2 AT VTVT Automatic,"5,65,299","â‚¹12,575/month","45,976 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10SPORTZ (O) 1.2 AT VTVT'],2017,['Automatic'],"45,976",1,Petrol,"12,575"
2767,2017 Hyundai EonERA PLUS Manual,"3,52,699","â‚¹7,846/month","48,340 km
1st Owner
Petrol",Chennai,Hyundai,['EonERA PLUS'],2017,['Manual'],"48,340",1,Petrol,"7,846"
2768,2016 Hyundai Grand i101.2 ASTA (O) AT Automatic,"5,60,699","â‚¹12,472/month","44,002 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i101.2 ASTA (O) AT'],2016,['Automatic'],"44,002",1,Petrol,"12,472"
2769,2017 Hyundai Grand i10SPORTZ (O) 1.2 AT VTVT ,"6,04,199","â‚¹13,440/month","52,694 km
1st Owner
Petrol",Chennai,Hyundai,[],2017,[],"52,694",1,Petrol,"13,440"
2770,2018 Maruti Wagon R 1.0VXI AMT Automatic,"5,37,099","â‚¹11,947/month","31,786 km
1st Owner
Petrol",Chennai,Maruti,['Wagon R 1.0VXI AMT'],2018,['Automatic'],"31,786",1,Petrol,"11,947"
2771,2018 Hyundai Grand i10SPORTZ 1.2 KAPPA VTVT Manual,"5,67,499","â‚¹12,624/month","16,300 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10SPORTZ 1.2 KAPPA VTVT'],2018,['Manual'],"16,300",1,Petrol,"12,624"
2772,2016 Hyundai Grand i10Magna 1.2 AT  VTVT Automatic,"4,72,099","â‚¹10,502/month","62,332 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10Magna 1.2 AT  VTVT'],2016,['Automatic'],"62,332",1,Petrol,"10,502"
2773,2016 Hyundai EonERA PLUS Manual,"3,42,499","â‚¹7,619/month","45,285 km
1st Owner
Petrol",Chennai,Hyundai,['EonERA PLUS'],2016,['Manual'],"45,285",1,Petrol,"7,619"
2774,2016 Maruti CelerioZXI AMT Automatic,"4,34,399","â‚¹9,663/month","1,48,889 km
1st Owner
Petrol",Chennai,Maruti,['CelerioZXI AMT'],2016,['Automatic'],"1,48,889",1,Petrol,"9,663"
2775,2016 Hyundai Grand i10ASTA 1.2 KAPPA VTVT OPT Manual,"4,89,799","â‚¹10,895/month","45,345 km
2nd Owner
Petrol",Chennai,Hyundai,['Grand i10ASTA 1.2 KAPPA VTVT OPT'],2016,['Manual'],"45,345",2,Petrol,"10,895"
2776,2016 Maruti CelerioZXI OPT AMT Automatic,"4,29,399","â‚¹9,552/month","55,104 km
2nd Owner
Petrol",Chennai,Maruti,['CelerioZXI OPT AMT'],2016,['Automatic'],"55,104",2,Petrol,"9,552"
2777,2018 Hyundai Grand i10MAGNA 1.2 KAPPA VTVT Manual,"5,21,199","â‚¹11,594/month","16,647 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10MAGNA 1.2 KAPPA VTVT'],2018,['Manual'],"16,647",1,Petrol,"11,594"
2778,2017 Hyundai Grand i10SPORTZ (O) 1.2 AT VTVT Automatic,"5,68,399","â‚¹12,644/month","24,297 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10SPORTZ (O) 1.2 AT VTVT'],2017,['Automatic'],"24,297",1,Petrol,"12,644"
2779,2016 Maruti CelerioZXI OPT Manual,"4,12,099","â‚¹9,167/month","38,560 km
2nd Owner
Petrol",Chennai,Maruti,['CelerioZXI OPT'],2016,['Manual'],"38,560",2,Petrol,"9,167"
2780,2017 Hyundai Grand i10ASTA 1.2 KAPPA VTVT Manual,"5,94,099","â‚¹13,215/month","36,396 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10ASTA 1.2 KAPPA VTVT'],2017,['Manual'],"36,396",1,Petrol,"13,215"
2781,2017 Hyundai Grand i10SPORTZ (O) 1.2 AT VTVT Automatic,"6,06,999","â‚¹13,502/month","16,983 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10SPORTZ (O) 1.2 AT VTVT'],2017,['Automatic'],"16,983",1,Petrol,"13,502"
2782,2013 Maruti SwiftVDI Manual,"4,32,899","â‚¹9,630/month","88,137 km
2nd Owner
Diesel",Chennai,Maruti,['SwiftVDI'],2013,['Manual'],"88,137",2,Diesel,"9,630"
2783,2018 Maruti Wagon R 1.0VXI PLUS AMT Automatic,"5,37,899","â‚¹11,965/month","26,598 km
1st Owner
Petrol",Chennai,Maruti,['Wagon R 1.0VXI PLUS AMT'],2018,['Automatic'],"26,598",1,Petrol,"11,965"
2784,2016 Maruti CelerioZXI OPT AMT Automatic,"4,94,899","â‚¹11,009/month","13,300 km
1st Owner
Petrol",Chennai,Maruti,['CelerioZXI OPT AMT'],2016,['Automatic'],"13,300",1,Petrol,"11,009"
2785,2015 Hyundai Grand i10ASTA 1.2 VTVT Manual,"4,86,499","â‚¹10,822/month","80,921 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10ASTA 1.2 VTVT'],2015,['Manual'],"80,921",1,Petrol,"10,822"
2786,2018 Maruti CelerioVXI AMT Automatic,"5,05,099","â‚¹11,236/month","22,891 km
1st Owner
Petrol",Chennai,Maruti,['CelerioVXI AMT'],2018,['Automatic'],"22,891",1,Petrol,"11,236"
2787,2018 Maruti Wagon R 1.0VXI Manual,"5,14,099","â‚¹11,436/month","16,587 km
3rd Owner
Petrol",Chennai,Maruti,['Wagon R 1.0VXI'],2018,['Manual'],"16,587",3,Petrol,"11,436"
2788,2017 Hyundai Grand i101.2 CRDI Sportz O Manual,"5,26,699","â‚¹11,716/month","27,389 km
2nd Owner
Diesel",Chennai,Hyundai,['Grand i101.2 CRDI Sportz O'],2017,['Manual'],"27,389",2,Diesel,"11,716"
2789,2019 Maruti CelerioVXI (O) AMT Automatic,"5,75,799","â‚¹12,808/month","15,148 km
2nd Owner
Petrol",Chennai,Maruti,['CelerioVXI (O) AMT'],2019,['Automatic'],"15,148",2,Petrol,"12,808"
2790,2017 Hyundai Grand i10ASTA 1.2 VTVT Manual,"5,39,899","â‚¹12,010/month","32,104 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10ASTA 1.2 VTVT'],2017,['Manual'],"32,104",1,Petrol,"12,010"
2791,2014 Hyundai i10MAGNA 1.1 IRDE2 Manual,"3,74,099","â‚¹8,322/month","50,139 km
2nd Owner
Petrol",Chennai,Hyundai,['i10MAGNA 1.1 IRDE2'],2014,['Manual'],"50,139",2,Petrol,"8,322"
2792,2015 Maruti Wagon R 1.0VXI Manual,"3,73,399","â‚¹8,306/month","78,823 km
1st Owner
Petrol",Chennai,Maruti,['Wagon R 1.0VXI'],2015,['Manual'],"78,823",1,Petrol,"8,306"
2793,2015 Hyundai Grand i10ASTA 1.2 AT VTVT Automatic,"5,19,999","â‚¹11,567/month","33,195 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10ASTA 1.2 AT VTVT'],2015,['Automatic'],"33,195",1,Petrol,"11,567"
2794,2018 Hyundai Grand i10SPORTZ 1.2 KAPPA VTVT Manual,"5,67,499","â‚¹12,624/month","22,609 km
1st Owner
Petrol",Chennai,Hyundai,['Grand i10SPORTZ 1.2 KAPPA VTVT'],2018,['Manual'],"22,609",1,Petrol,"12,624"
